AÑO;CÓDIGO_MUNICIPIO;MUNICIPIO;CÓDIGO_DEPARTAMENTO;DEPARTAMENTO;CÓDIGO_ETC;ETC;POBLACIÓN_5_16;TASA_MATRICULACIÓN_5_16;COBERTURA_NETA;COBERTURA_NETA_TRANSICIÓN;COBERTURA_NETA_PRIMARIA;COBERTURA_NETA_SECUNDARIA;COBERTURA_NETA_MEDIA;COBERTURA_BRUTA;COBERTURA_BRUTA_TRANSICIÓN;COBERTURA_BRUTA_PRIMARIA;COBERTURA_BRUTA_SECUNDARIA;COBERTURA_BRUTA_MEDIA;DESERCIÓN;DESERCIÓN_TRANSICIÓN;DESERCIÓN_PRIMARIA;DESERCIÓN_SECUNDARIA;DESERCIÓN_MEDIA;APROBACIÓN;APROBACIÓN_TRANSICIÓN;APROBACIÓN_PRIMARIA;APROBACIÓN_SECUNDARIA;APROBACIÓN_MEDIA;REPROBACIÓN;REPROBACIÓN_TRANSICIÓN;REPROBACIÓN_PRIMARIA;REPROBACIÓN_SECUNDARIA;REPROBACIÓN_MEDIA;REPITENCIA;REPITENCIA_TRANSICIÓN;REPITENCIA_PRIMARIA;REPITENCIA_SECUNDARIA;REPITENCIA_MEDIA
2024;27495;Nuquí;27;Chocó;3789;Chocó (ETC);4992;40.5%;40.5%;27.98%;38.65%;26.89%;7.74%;49.54%;41.36%;54.54%;55.34%;28.46%;3.54%;2.35%;4.2%;3.21%;1.85%;82.12%;0%;82.66%;78.12%;82.72%;14.34%;0%;13.13%;18.67%;15.43%;10.06%;0.59%;13.47%;8.92%;1.85%
2024;27493;Nuevo Belén de Bajirá;27;Chocó;3789;Chocó (ETC);7447;78.66%;78.66%;57.09%;81.27%;57.63%;30.16%;93.31%;99.04%;115.12%;84.55%;60.55%;7.61%;5.8%;6.6%;9.9%;6.72%;83.9%;0%;85.38%;78.53%;85.44%;8.49%;0%;8.02%;11.57%;7.84%;10.34%;0.58%;12.59%;11.77%;2.56%
2024;27491;Nóvita;27;Chocó;3789;Chocó (ETC);2380;71.68%;71.68%;36.68%;69.47%;55.72%;25.67%;84.79%;61.31%;91.8%;90.06%;67.11%;4.06%;3.28%;5.69%;2.69%;1.2%;88.72%;0%;85.12%;90.87%;93.98%;7.22%;0%;9.19%;6.44%;4.82%;11.44%;3.28%;16.08%;8.83%;2.41%
2024;27450;Medio San Juan;27;Chocó;3789;Chocó (ETC);2772;80.16%;80.16%;63.16%;77.65%;59.63%;32.51%;97.76%;96.93%;100.17%;101.61%;83.75%;1.68%;0.45%;0.86%;2.76%;3.24%;92.73%;0%;90.5%;93.11%;95.95%;5.59%;0%;8.64%;4.14%;0.81%;11.13%;3.62%;13.94%;11.78%;2.43%
2024;27430;Medio Baudó;27;Chocó;3789;Chocó (ETC);4563;68.27%;68.27%;38.69%;74.12%;38.95%;15.27%;92.26%;61.85%;101.67%;80.95%;106.62%;0.68%;1.32%;0.73%;0.58%;0.28%;93.86%;0%;90.39%;97.08%;98.61%;5.46%;0%;8.88%;2.34%;1.11%;6.05%;0.44%;10.6%;1.5%;0.55%
2024;27425;Medio Atrato;27;Chocó;3789;Chocó (ETC);2997;60.93%;60.93%;42.72%;67.64%;37.96%;8.01%;81.41%;70.87%;96.9%;83.97%;48.4%;0.47%;0%;0.56%;0.51%;0%;89.85%;0%;93%;89.37%;57.55%;9.69%;0%;6.44%;10.13%;42.45%;7.22%;0.68%;10.82%;4.3%;2.88%
2024;27413;Lloró;27;Chocó;3789;Chocó (ETC);3022;111.91%;111.91%;45.12%;95.77%;104%;36.44%;145.7%;87.5%;123.77%;195.89%;166.1%;0.37%;1.05%;0.5%;0.2%;0%;95.32%;0%;93.3%;95.88%;99.51%;4.3%;0%;6.2%;3.92%;0.49%;8.18%;0%;9.49%;10.05%;1.21%
2024;27372;Juradó;27;Chocó;3789;Chocó (ETC);2090;56.27%;56.27%;36.26%;55.66%;37.36%;16.06%;69.09%;54.39%;76.37%;73.28%;48.18%;0.89%;1.08%;0.89%;0.87%;0.85%;85.59%;0%;83.31%;84.75%;91.45%;13.52%;0%;15.81%;14.38%;7.69%;15.3%;0%;18.91%;15.47%;5.98%
2024;27361;Istmina;27;Chocó;3789;Chocó (ETC);7765;110.68%;110.68%;54.15%;107.71%;89.13%;53.42%;130.5%;102.16%;137.52%;135.05%;117.2%;3.36%;3.58%;2.44%;4.51%;3.44%;87.59%;0%;88.66%;83.67%;90.16%;9.04%;0%;8.9%;11.81%;6.4%;11.16%;1.53%;12.61%;13.31%;4.49%
2024;27250;El Litoral del San Juan;27;Chocó;3789;Chocó (ETC);7265;46.85%;46.85%;29.78%;50.3%;24.12%;8.99%;70.24%;60.41%;73.22%;66.3%;75.54%;1.49%;2.56%;1.43%;1.56%;0.67%;88.14%;0%;85.85%;89.15%;89.04%;10.37%;0%;12.71%;9.29%;10.29%;15.6%;0.85%;19.82%;15.85%;6.04%
2024;27245;El Carmen de Atrato;27;Chocó;3789;Chocó (ETC);1982;129.82%;129.82%;95.33%;124.57%;98.68%;38.55%;167.76%;168%;166.87%;176.65%;152.17%;1.74%;1.98%;1.57%;1.91%;1.69%;86.88%;0%;88.16%;83.57%;83.94%;11.38%;0%;10.27%;14.52%;14.37%;9.04%;5.56%;8.77%;11.46%;5.35%
2024;27205;Condoto;27;Chocó;3789;Chocó (ETC);3219;86.64%;86.64%;43.51%;84.19%;72.73%;48.31%;94.78%;82.43%;100.62%;98.31%;79.5%;3.72%;3.55%;2.68%;5.4%;2.63%;86.82%;0%;90.03%;78.68%;93.54%;9.46%;0%;7.29%;15.92%;3.83%;8.23%;2.03%;9.58%;9.7%;3.11%
2024;19212;Corinto;19;Cauca;3777;Cauca (ETC);5130;88.32%;88.32%;65.51%;92.41%;77.98%;44.67%;95.61%;94.12%;106%;95.13%;75.21%;3.2%;2.74%;1.84%;4.72%;4.18%;92.94%;0%;94.28%;89.66%;94.37%;3.86%;0%;3.88%;5.62%;1.45%;4.65%;0.3%;5.42%;6.01%;0.96%
2024;27150;Carmen del Darien;27;Chocó;3789;Chocó (ETC);5898;65.02%;65.02%;35.32%;71.83%;37.58%;17.48%;80.09%;68.72%;99.15%;70.66%;56.67%;2.78%;4.64%;2.91%;2.47%;1.2%;93.06%;0%;91.15%;95.06%;97.59%;4.15%;0%;5.94%;2.47%;1.2%;10.19%;0.62%;11.88%;11.31%;3.31%
2024;27135;El Cantón del San Pablo;27;Chocó;3789;Chocó (ETC);1642;82.16%;82.16%;56.83%;74.93%;66.67%;33.72%;97.2%;87.05%;101.85%;102.39%;79.07%;2.51%;1.65%;1.77%;3.64%;2.63%;91.92%;0%;92.32%;88.31%;97.37%;5.57%;0%;5.91%;8.05%;0%;13.1%;0.83%;17.55%;12.26%;5.92%
2024;27099;Bojaya;27;Chocó;3789;Chocó (ETC);4105;105.77%;105.77%;55.36%;97.95%;78.08%;24.1%;138.05%;97.68%;132.16%;166.64%;115.02%;0.48%;0.3%;0.17%;0.73%;0.85%;89.52%;4.45%;84.4%;92.51%;95.21%;10%;4.45%;15.42%;6.75%;3.93%;6.05%;3.86%;8.68%;4.92%;1.2%
2024;27077;Bajo Baudó;27;Chocó;3789;Chocó (ETC);9578;48.61%;48.61%;32.6%;52.41%;28%;9.42%;66.75%;58.36%;75.99%;69.09%;43.41%;0.51%;0.23%;0.28%;0.84%;0.83%;86.55%;0%;89.3%;78.93%;87.11%;12.94%;0%;10.42%;20.23%;12.06%;12.99%;0.23%;15.86%;12.6%;8.73%
2024;27075;Bahía Solano;27;Chocó;3789;Chocó (ETC);2688;104.99%;104.99%;87.13%;108.03%;71.46%;42.89%;126.19%;132.67%;139.34%;117.62%;110.25%;6.92%;6.34%;5.24%;9.81%;6.19%;80.88%;0%;82.42%;74.43%;83.19%;12.2%;0%;12.34%;15.76%;10.62%;12.46%;5.6%;14%;14.87%;3.83%
2024;27073;Bagadó;27;Chocó;3789;Chocó (ETC);3354;132.32%;132.32%;82.52%;127.62%;101.31%;37.34%;160.97%;136.25%;156.37%;184.13%;139.66%;0.82%;0%;0.81%;0.79%;1.59%;95.82%;0%;94.9%;96.89%;92.95%;3.36%;0%;4.29%;2.32%;5.47%;5.01%;0%;4.54%;7.47%;2.46%
2024;27050;Atrato;27;Chocó;3789;Chocó (ETC);1530;81.76%;81.76%;52.25%;82.4%;69.49%;32.5%;107.84%;91.89%;136.68%;100%;66.43%;2.24%;3.92%;1.75%;2.25%;3.05%;96.02%;0%;95.85%;96.72%;94.51%;1.74%;0%;2.39%;1.02%;2.44%;5.79%;0.98%;5.58%;8.4%;1.83%
2024;27025;Alto Baudo;27;Chocó;3789;Chocó (ETC);8536;89.97%;89.97%;49.63%;91.34%;60.52%;18%;122.02%;87.56%;125.22%;125.22%;123.93%;1.57%;1.35%;1.37%;1.75%;1.86%;93.6%;0%;92.97%;92.82%;95.69%;4.83%;0%;5.66%;5.43%;2.45%;5.56%;3.72%;7.69%;4.88%;0.76%
2024;27006;Acandí;27;Chocó;3789;Chocó (ETC);3608;92.82%;92.82%;86.28%;98.65%;62.76%;25.45%;102.55%;130.32%;127.7%;90.47%;53.67%;5.56%;2.77%;3.23%;10.27%;6.87%;82.16%;0%;86.46%;69.1%;84.35%;12.27%;0%;10.32%;20.63%;8.78%;10.93%;0.28%;11.38%;14.99%;5.73%
2024;27001;Quibdó;27;Chocó;4382;Quibdó;32562;99%;99%;66.77%;100.38%;80.04%;45.12%;111.66%;103.17%;123.19%;111.1%;88.42%;1.38%;0.63%;1.21%;1.84%;1.26%;92.32%;0%;91.95%;90.69%;94.03%;6.3%;0%;6.84%;7.47%;4.71%;10.35%;3.1%;11.62%;12.4%;3.38%
2024;25899;Zipaquirá;25;Cundinamarca;10930;Zipaquirá;27103;94.72%;94.51%;67.16%;91.93%;85.87%;54.61%;101.98%;88.59%;103.49%;109.7%;90%;4.51%;5.86%;3.38%;6.3%;2.33%;84.79%;0.44%;89.64%;76.21%;88.62%;10.7%;0.44%;6.98%;17.49%;9.05%;10.64%;3.37%;8.42%;16.51%;4.9%
2024;25898;Zipacón;25;Cundinamarca;3785;Cundinamarca (ETC);940;76.7%;76.6%;49.35%;78.15%;68.05%;43.48%;85.43%;74.03%;89.2%;89.46%;73.91%;3.85%;1.75%;4.06%;4.44%;2.91%;92.56%;0%;93.04%;91.13%;91.26%;3.59%;0%;2.9%;4.44%;5.83%;5.98%;7.02%;6.38%;6.45%;2.91%
2024;25885;Yacopí;25;Cundinamarca;3785;Cundinamarca (ETC);2421;72.82%;72.82%;39.8%;67.29%;66.1%;41.92%;83.35%;59.18%;84.49%;92.41%;73.74%;3.12%;3.45%;2.09%;3.95%;4.18%;94.47%;0%;97.42%;91.03%;92.89%;2.41%;0%;0.49%;5.02%;2.93%;7%;6.03%;6.38%;9.57%;2.51%
2024;25878;Viotá;25;Cundinamarca;3785;Cundinamarca (ETC);2641;86.44%;86.44%;54.33%;80.55%;72.86%;54.9%;97.58%;94.71%;95.16%;103.67%;92.48%;4.19%;10.15%;2.6%;4.28%;5.34%;94.33%;0%;96.63%;92.75%;93.82%;1.48%;0%;0.77%;2.97%;0.84%;9.95%;6.09%;9.34%;13.67%;5.06%
2024;25875;Villeta;25;Cundinamarca;3785;Cundinamarca (ETC);5283;91.86%;91.67%;58.22%;85.55%;83.8%;52.13%;100.57%;82.39%;101.1%;112.94%;83.3%;4.68%;2.9%;4.14%;6.37%;2.34%;93.57%;0%;95.38%;90.08%;96.4%;1.75%;0%;0.49%;3.54%;1.26%;10.07%;4.56%;9.06%;14.94%;1.8%
2024;25873;Villapinzón;25;Cundinamarca;3785;Cundinamarca (ETC);4297;90.44%;90.32%;62.88%;78%;86.81%;64.46%;100.33%;91.69%;88.26%;113.12%;110.36%;1.67%;3.52%;1.23%;1.99%;1.04%;96.2%;2.64%;97.27%;94.55%;98.76%;2.13%;2.64%;1.5%;3.46%;0.21%;8.69%;3.52%;5.99%;14.17%;4.36%
2024;25871;Villagómez;25;Cundinamarca;3785;Cundinamarca (ETC);351;64.96%;64.96%;53.57%;55.17%;71.67%;43.1%;71.23%;57.14%;61.38%;84.17%;75.86%;2.51%;0%;0%;5.05%;2.86%;96.65%;0%;98.88%;93.94%;97.14%;0.84%;0%;1.12%;1.01%;0%;7.95%;0%;4.49%;15.15%;0%
2024;25867;Vianí;25;Cundinamarca;3785;Cundinamarca (ETC);847;67.53%;67.53%;35.14%;62.78%;72.76%;39.55%;73.55%;48.65%;67.78%;93.19%;61.94%;2.56%;0%;2.46%;3.48%;1.33%;89.91%;0%;93.44%;82.61%;96%;7.52%;0%;4.1%;13.91%;2.67%;6.15%;2.78%;4.92%;9.57%;1.33%
2024;25862;Vergara;25;Cundinamarca;3785;Cundinamarca (ETC);1196;73.83%;73.83%;41.84%;61.02%;71%;50.53%;85.45%;83.67%;72.05%;98%;95.79%;1.45%;3.66%;0.27%;1.91%;1.97%;97.51%;0%;98.63%;96.72%;97.37%;1.04%;0%;1.1%;1.37%;0.66%;6.02%;4.88%;5.77%;8.47%;1.32%
2024;25851;Útica;25;Cundinamarca;3785;Cundinamarca (ETC);723;66.39%;66.39%;33.93%;51.5%;66.8%;45.08%;74%;67.86%;64.12%;90.16%;68.85%;0.8%;0%;1.56%;0.51%;0%;95.2%;0%;92.71%;95.38%;98.67%;4%;0%;5.73%;4.1%;1.33%;5.99%;7.89%;2.59%;10.26%;2.67%
2024;25845;Une;25;Cundinamarca;3785;Cundinamarca (ETC);1446;72.82%;72.82%;67.86%;69.14%;62.93%;49.6%;79.6%;91.96%;77.57%;79.84%;78.4%;1.22%;0.98%;0.9%;1.71%;1.15%;92.33%;0%;93.44%;86.32%;97.7%;6.45%;0%;5.66%;11.97%;1.15%;5.24%;0%;3.85%;9.69%;2.87%
2024;25843;Villa de San Diego de Ubate;25;Cundinamarca;3785;Cundinamarca (ETC);9998;93.79%;93.7%;65.64%;85.07%;84.46%;65.62%;105.34%;95.85%;96.76%;110.6%;121.89%;2.58%;2.28%;2.37%;3.11%;2.05%;94.61%;1.9%;95.58%;92.6%;96.09%;2.81%;1.9%;2.06%;4.28%;1.86%;8.38%;6.45%;5.96%;13.46%;4.01%
2024;25841;Ubaque;25;Cundinamarca;3785;Cundinamarca (ETC);1315;75.36%;75.36%;44.04%;67.64%;72.34%;47.44%;81.83%;67.89%;75.45%;95.24%;77.67%;2.03%;4.05%;1.21%;2.79%;1.33%;92.93%;0%;94.69%;90.1%;94%;5.04%;0%;4.11%;7.11%;4.67%;7.75%;4.05%;6.04%;11.17%;5.33%
2024;25839;Ubalá;25;Cundinamarca;3785;Cundinamarca (ETC);1483;89.55%;89.55%;66.67%;84.25%;79.53%;64.06%;98.65%;95.5%;94.53%;102.92%;101.17%;1.07%;0.94%;0.7%;1.8%;0.44%;93.31%;0.94%;98.24%;86.43%;93.89%;5.62%;0.94%;1.05%;11.78%;5.68%;5.12%;0.94%;4.04%;9.38%;0.44%
2024;27160;Cértegui;27;Chocó;3789;Chocó (ETC);1311;82.68%;82.68%;33.65%;80.3%;67.11%;42.34%;92.07%;63.46%;103.16%;95.3%;72.07%;3.13%;3.03%;1.8%;4.02%;5.76%;87.66%;0%;85.77%;87%;92.81%;9.21%;0%;12.43%;8.98%;1.44%;11.15%;0%;13.33%;13.44%;0.72%
2024;25823;Topaipí;25;Cundinamarca;3785;Cundinamarca (ETC);742;67.65%;67.65%;39.66%;62.38%;57.2%;43.9%;79.25%;89.66%;71.38%;88.4%;75.61%;5.04%;21.15%;3.15%;3.54%;3.57%;94.78%;0%;96.85%;96.46%;95.24%;0.18%;0%;0%;0%;1.19%;10.61%;21.15%;5.86%;17.17%;1.19%
2024;25817;Tocancipá;25;Cundinamarca;3785;Cundinamarca (ETC);9124;111.51%;111.33%;67.63%;103.38%;104.26%;66.04%;120.94%;91.1%;117.66%;139.84%;109.13%;3.45%;3.71%;2.59%;5.14%;1.57%;89.85%;0%;93.4%;82.23%;95.3%;6.7%;0%;4.01%;12.63%;3.14%;11.07%;3.2%;8.24%;19.16%;2.49%
2024;25815;Tocaima;25;Cundinamarca;3785;Cundinamarca (ETC);2889;67.6%;67.53%;46.3%;62.45%;57.69%;28.68%;77.12%;72.69%;76.56%;88.54%;57.96%;6.44%;5.79%;4.74%;9.33%;3.07%;89.17%;0%;90.64%;85.41%;93.86%;4.4%;0%;4.62%;5.26%;3.07%;11.15%;3.31%;9.24%;17.21%;1.75%
2024;25807;Tibirita;25;Cundinamarca;3785;Cundinamarca (ETC);475;68.84%;68.84%;37.84%;57.51%;71.78%;58.54%;74.74%;45.95%;64.77%;82.82%;95.12%;1.41%;0%;3.2%;0.74%;0%;91.55%;0%;90.4%;88.15%;97.44%;7.04%;0%;6.4%;11.11%;2.56%;3.66%;0%;3.2%;6.67%;0%
2024;25805;Tibacuy;25;Cundinamarca;3785;Cundinamarca (ETC);872;75.11%;75.11%;52.94%;67.77%;70.43%;36.43%;90.71%;73.53%;81.54%;108.64%;84.29%;4.34%;2%;4.2%;5.07%;3.8%;95.51%;0%;95.8%;94.93%;94.94%;0.14%;0%;0%;0%;1.27%;10.71%;14%;8.74%;14.49%;2.53%
2024;25799;Tenjo;25;Cundinamarca;3785;Cundinamarca (ETC);4516;131.69%;131.4%;61.54%;123.95%;128.82%;97.01%;140.66%;93.63%;138.69%;156.5%;137.76%;2.79%;3.27%;3%;3.07%;1.22%;93.69%;0%;93.58%;92.05%;96.59%;3.52%;0%;3.42%;4.89%;2.19%;11.09%;12.15%;9.01%;16.09%;3.89%
2024;25797;Tena;25;Cundinamarca;3785;Cundinamarca (ETC);1825;78.79%;78.74%;57.69%;74.15%;63.27%;37.5%;88.93%;78.21%;89.95%;93.49%;82.89%;4.55%;7.53%;4.48%;4.26%;3.91%;88.03%;0%;91.52%;80.38%;91.62%;7.42%;0%;4%;15.37%;4.47%;13.71%;7.53%;11.52%;22.22%;4.47%
2024;25793;Tausa;25;Cundinamarca;3785;Cundinamarca (ETC);1959;91.63%;91.63%;53.16%;80.07%;96.89%;56.21%;99.29%;65.79%;89.63%;125.04%;95.86%;2.31%;0.8%;2.07%;2.45%;3.46%;95.83%;0%;97.67%;92.93%;96.54%;1.87%;0%;0.26%;4.62%;0%;7.52%;1.6%;5.7%;12.55%;1.73%
2024;25785;Tabio;25;Cundinamarca;3785;Cundinamarca (ETC);4366;107.38%;107.01%;66.32%;96.15%;105.58%;72.02%;114.86%;92.69%;111.61%;128.65%;107.89%;2.37%;2.75%;1.96%;2.64%;2.73%;93.05%;0%;95.42%;90.66%;90.45%;4.58%;0%;2.61%;6.7%;6.82%;5.61%;2.75%;7.43%;5.75%;1.36%
2024;25781;Sutatausa;25;Cundinamarca;3785;Cundinamarca (ETC);1432;78.21%;78.21%;51.82%;81.2%;59.24%;37.56%;84.43%;74.45%;96.21%;81.51%;61.97%;2.79%;7.06%;1.91%;3.92%;0.83%;84.28%;1.18%;89.24%;70.48%;93.33%;12.94%;1.18%;8.85%;25.6%;5.83%;9.79%;4.71%;9.55%;13.86%;3.33%
2024;25779;Susa;25;Cundinamarca;3785;Cundinamarca (ETC);1529;58.01%;58.01%;36.64%;58.09%;48.62%;45.23%;63.11%;58.78%;64.71%;59.45%;68.88%;1.71%;1.52%;1.6%;1.75%;1.99%;98.29%;0%;98.4%;98.25%;98.01%;0%;0%;0%;0%;0%;5.47%;4.55%;4.81%;8.39%;1.99%
2024;25777;Supatá;25;Cundinamarca;3785;Cundinamarca (ETC);1015;81.08%;81.08%;60%;69.36%;78.55%;57.4%;91.63%;77.5%;78.62%;107.25%;98.82%;3.05%;1.61%;2.72%;2.13%;6.87%;95.31%;0%;96.68%;94.82%;91.6%;1.64%;0%;0.6%;3.05%;1.53%;5.4%;6.45%;3.93%;7.62%;3.05%
2024;25772;Suesca;25;Cundinamarca;3785;Cundinamarca (ETC);4003;69.37%;69.37%;56.01%;73.3%;53.27%;33.93%;74.79%;81.23%;84.53%;70.82%;55.06%;4.32%;6.96%;4.38%;3.99%;3.17%;89.26%;0%;91.63%;83.71%;92.22%;6.42%;0%;3.98%;12.3%;4.61%;9.11%;5.65%;9%;11.73%;5.19%
2024;25769;Subachoque;25;Cundinamarca;3785;Cundinamarca (ETC);3017;120.58%;119.39%;46.18%;114.95%;122.36%;86.21%;125.52%;60.24%;126.38%;144.41%;118.25%;2.1%;2.73%;2.23%;2.23%;1.27%;92.36%;0%;92.95%;89.69%;95.24%;5.54%;0%;4.83%;8.08%;3.49%;6.51%;3.64%;7.92%;6.96%;2.86%
2024;25758;Sopó;25;Cundinamarca;3785;Cundinamarca (ETC);5240;94.29%;93.38%;53.54%;86.89%;86.05%;58.82%;101.11%;86.11%;99.38%;112.28%;89.97%;2.78%;3.13%;2.96%;3.28%;1.15%;92.26%;1.56%;92.74%;89.24%;97.21%;4.95%;1.56%;4.3%;7.48%;1.64%;6.05%;6.25%;4.44%;9.55%;1.48%
2024;25754;Soacha;25;Cundinamarca;3788;Soacha;147816;83.34%;83.28%;53.15%;80.91%;76.05%;54.22%;89.02%;70.39%;90.99%;93.94%;83.65%;4.04%;5.78%;3.41%;5.02%;2.72%;90.84%;0%;93.16%;86.43%;93.4%;5.12%;0%;3.44%;8.55%;3.88%;6.74%;2.58%;5.25%;10.74%;2.94%
2024;25745;Simijaca;25;Cundinamarca;3785;Cundinamarca (ETC);3181;70.67%;70.64%;49.59%;67.52%;59.85%;50.48%;77.81%;76.83%;77.42%;78.64%;77.52%;2.92%;3.91%;2.45%;3.78%;1.78%;87.58%;1.56%;90.76%;79.13%;95.86%;9.5%;1.56%;6.79%;17.09%;2.37%;7.92%;6.98%;9.91%;8.54%;2.66%
2024;25743;Silvania;25;Cundinamarca;3785;Cundinamarca (ETC);4414;80.22%;80.22%;46.7%;77.42%;70.32%;49.23%;92.25%;69.66%;90.6%;100.76%;91.3%;5.48%;7.73%;4.13%;7.53%;3.47%;94.43%;0%;95.87%;92.47%;95.95%;0.09%;0%;0%;0%;0.58%;8%;5.15%;6%;12.49%;4.24%
2024;25740;Sibaté;25;Cundinamarca;3785;Cundinamarca (ETC);7166;90.69%;90.61%;59.93%;91.3%;80.18%;53.79%;97.32%;79.28%;103.29%;101.67%;82.78%;3.53%;4.14%;3.12%;4.39%;2.3%;88.26%;0%;90.44%;83.08%;91.71%;8.2%;0%;6.44%;12.53%;5.99%;10.47%;2.41%;6.98%;18.97%;2.61%
2024;25736;Sesquilé;25;Cundinamarca;3785;Cundinamarca (ETC);2543;99.49%;99.21%;61.79%;90.73%;89.82%;53.15%;109.36%;102.83%;106.15%;122.96%;93.71%;3.38%;5.06%;1.79%;4.95%;2.81%;91.36%;0%;94.64%;86.23%;93.44%;5.27%;0%;3.57%;8.82%;3.75%;11.48%;6.18%;7.7%;19.81%;3.44%
2024;25718;Sasaima;25;Cundinamarca;3785;Cundinamarca (ETC);2225;93.08%;93.08%;42.24%;67.63%;90.4%;56.43%;107.46%;75.16%;92.46%;134.83%;100.52%;6.42%;3.31%;4.29%;9.5%;3.21%;91.56%;4.96%;94.93%;87.33%;96.47%;2.02%;4.96%;0.78%;3.17%;0.32%;10.17%;5.79%;5.46%;16.75%;2.88%
2024;25662;San Juan de Río Seco;25;Cundinamarca;3785;Cundinamarca (ETC);1592;86.06%;86.06%;67.18%;76.92%;80.04%;61.45%;101.7%;86.26%;87.13%;110.82%;129.72%;1.9%;0%;2.05%;2.13%;1.9%;94.73%;0.88%;95.38%;92.83%;95.24%;3.37%;0.88%;2.57%;5.04%;2.86%;6.32%;0.88%;5.82%;9.69%;2.38%
2024;25658;San Francisco;25;Cundinamarca;3785;Cundinamarca (ETC);2088;69.88%;69.88%;55.68%;68.5%;56.75%;41.92%;77.44%;79.55%;78.52%;80.26%;67.66%;2.83%;5.8%;2.37%;3.18%;1.2%;97.17%;0%;97.63%;96.82%;98.8%;0%;0%;0%;0%;0%;6.13%;2.9%;3.11%;12.95%;1.8%
2024;25653;San Cayetano;25;Cundinamarca;3785;Cundinamarca (ETC);995;63.22%;63.22%;26.32%;54.32%;61.47%;41.38%;72.36%;43.42%;64.69%;89.71%;68.97%;5.97%;6.06%;3.07%;7.58%;9.47%;93.72%;0%;96.55%;92.05%;90.53%;0.31%;0%;0.38%;0.38%;0%;5.67%;6.06%;4.98%;8.33%;0%
2024;25649;San Bernardo;25;Cundinamarca;3785;Cundinamarca (ETC);1801;77.51%;77.4%;38.04%;61.42%;80.9%;57.8%;90.28%;68.1%;70.58%;108.09%;120.57%;2.92%;3.6%;1.83%;3.24%;4.33%;94.1%;0%;96.89%;91.48%;93.07%;2.98%;0%;1.28%;5.28%;2.6%;7.39%;13.51%;5.68%;10.22%;1.3%
2024;25645;San Antonio del Tequendama;25;Cundinamarca;3785;Cundinamarca (ETC);2152;74.07%;74.07%;39.66%;70.42%;68.72%;41.53%;80.44%;62.57%;81.57%;89.34%;68.64%;3.06%;3.19%;2.94%;3.4%;2.4%;93.63%;0%;95.44%;92.02%;90.87%;3.31%;0%;1.62%;4.58%;6.73%;8.52%;8.42%;6.62%;12.22%;4.31%
2024;25612;Ricaurte;25;Cundinamarca;3785;Cundinamarca (ETC);2589;63.73%;63.65%;56.41%;62.77%;54.11%;28.01%;68.13%;70.51%;71.25%;72.22%;49.88%;6.32%;3.73%;4.75%;9.7%;4.12%;93.68%;0%;95.25%;90.3%;95.88%;0%;0%;0%;0%;0%;10.64%;2.24%;10.98%;13.88%;5.88%
2024;25599;Apulo;25;Cundinamarca;3785;Cundinamarca (ETC);1584;72.66%;72.66%;39.86%;65.63%;69.73%;29.96%;81.88%;55.24%;80.95%;99.8%;63.42%;3.07%;0%;1.7%;5.22%;3.25%;96.93%;0%;98.3%;94.78%;96.75%;0%;0%;0%;0%;0%;10.25%;2.53%;9.09%;14.51%;4.88%
2024;25596;Quipile;25;Cundinamarca;3785;Cundinamarca (ETC);1105;82.53%;82.53%;52.75%;66.53%;78.26%;45.61%;98.1%;78.02%;83.16%;124.73%;92.98%;5.19%;0%;2.61%;6.52%;11.54%;94.1%;0%;96.87%;92.48%;87.69%;0.71%;0%;0.52%;1%;0.77%;7.53%;0%;3.92%;13.78%;3.08%
2024;25594;Quetame;25;Cundinamarca;3785;Cundinamarca (ETC);1179;102.8%;102.8%;46.85%;81.04%;107.26%;87.15%;118.41%;72.97%;92.26%;138.71%;179.89%;1.21%;1.23%;0.21%;2.08%;1.43%;96.54%;0%;98.51%;93.97%;97.14%;2.25%;0%;1.28%;3.95%;1.43%;9.18%;6.17%;4.89%;14.35%;8.1%
2024;25592;Quebradanegra;25;Cundinamarca;3785;Cundinamarca (ETC);816;89.83%;89.71%;69.7%;79.53%;77.62%;71.76%;94.36%;92.42%;89.47%;100.36%;95.42%;4.03%;8.2%;1.96%;4.68%;5.6%;92.99%;0%;97.06%;91.01%;88%;2.99%;0%;0.98%;4.32%;6.4%;9.61%;32.79%;5.88%;10.79%;4.8%
2024;25580;Pulí;25;Cundinamarca;3785;Cundinamarca (ETC);661;52.04%;52.04%;22.64%;46.07%;46.22%;39.81%;57.79%;47.17%;53.21%;65.78%;58.25%;4.1%;8%;3.36%;6.02%;0%;86.61%;0%;89.26%;77.44%;98.31%;9.29%;0%;7.38%;16.54%;1.69%;6.56%;0%;5.37%;12.03%;0%
2024;25572;Puerto Salgar;25;Cundinamarca;3785;Cundinamarca (ETC);3220;91.74%;91.71%;55.19%;76.95%;81.88%;63.76%;112.42%;101.85%;97.5%;124.04%;132.83%;2.63%;0%;2.28%;3.59%;2.75%;94.62%;0%;95.26%;92.61%;94.78%;2.75%;0%;2.47%;3.8%;2.47%;7.44%;15.28%;7.31%;8.01%;1.37%
